,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36166,52737601,3 bedroom apt in the heart of crown heights,391579286,Avraham,Brooklyn,Crown Heights,40.66999,-73.94298,Entire home/apt,280,3,0,,,1,342
36167,52737908,Private room in a charming Williamsburg apartment,56857033,Haider,Brooklyn,Williamsburg,40.7111,-73.94388,Private room,75,1,2,25/10/21,1.3,1,0
36168,52738459,Inner peace apartment,382054392,Aaron,Queens,Jamaica,40.70561,-73.78605,Private room,150,1,4,26/11/21,2.86,1,361
36169,52738891,Nice and Cozy room close to Manhattan,317238830,Priscilla,Queens,Ditmars Steinway,40.77396,-73.91778,Private room,68,1,1,11/11/21,1.0,2,0
36170,52739224,Awesome Private Room Next to Astoria Subway St,317238830,Priscilla,Queens,Ditmars Steinway,40.77394,-73.91671,Private room,68,1,1,19/10/21,0.64,2,0
36171,52739382,Penthouse Apt with Private Bathroom,43046701,Gabriel,Manhattan,Upper East Side,40.76468,-73.96312,Private room,171,1,1,30/11/21,1.0,3,20
36172,52739938,Cheerful and Cozy 1-bedroom residential home in Bed-Stuy.,2455303,Philippe,Brooklyn,Bedford-Stuyvesant,40.69016,-73.93986,Private room,96,3,0,,,3,88
36173,52740213,Large 2 Bedroom Eloquent NYC Apartment,148241246,Ella Jane,Manhattan,Harlem,40.83052,-73.94758,Entire home/apt,275,3,4,29/11/21,3.33,2,314
36174,52740966,Lovely Modern 2 Bed Duplex (UES),424778235,Thi Van Anh,Manhattan,Upper East Side,40.76895,-73.96144,Entire home/apt,452,2,2,21/11/21,2.0,1,326
36175,52741885,Clean and delightful room,157167566,Tanasha,Queens,Queens Village,40.70664,-73.74007,Private room,32,31,0,,,1,350
36176,52741921,Stylish 2 Bedroom Apartment with Good Commute,334611519,Qing,Queens,Flushing,40.7566,-73.8049,Entire home/apt,110,1,13,19/11/21,7.22,8,342
36177,52743200,Private accessible to transp and restaurants.,257634019,Allison,Brooklyn,Crown Heights,40.66804,-73.92982,Private room,70,3,0,,,1,84
36178,52744634,FAMILY FRIENDLY RETREAT HOME AWAY FROM HOME 🏡,240706448,Andrea,Queens,St. Albans,40.69277,-73.76288,Entire home/apt,314,1,4,22/11/21,4.0,1,64
36179,52745115,Cheerful One Bedroom residential home in Bed-Stuy.,2455303,Philippe,Brooklyn,Bedford-Stuyvesant,40.68954,-73.94205,Private room,91,3,1,24/11/21,1.0,3,364
36180,52745769,Super LUX  1 Bed 1.5 Bath in Downtown Manhatten!,22412963,Anne,Manhattan,Financial District,40.70668,-74.00968,Entire home/apt,278,4,1,27/11/21,1.0,1,81
36181,52747790,"5 bedrooms in Hudson Yards, 31C",381698920,Hudson,Manhattan,Hell's Kitchen,40.75426,-73.99756,Entire home/apt,479,2,0,,,22,168
36182,52748817,Private Apartment With Shared Bathroom 525,415229081,Eliza,Manhattan,Midtown,40.7467,-73.98692,Private room,80,1,1,31/10/21,0.83,36,35
36183,52749216,Cozy Bed-Stuy apartment with private outdoor deck,29577190,Jonathan,Brooklyn,Crown Heights,40.67638,-73.92259,Entire home/apt,120,2,2,25/11/21,2.0,1,70
36184,52749770,Luxury Double King Studio | Mott Haven Manhattan,30283594,Global Luxury Suites,Bronx,Mott Haven,40.81215,-73.93107,Entire home/apt,307,5,4,13/11/21,3.08,59,362
36185,52749784,Modern Suite | 2 King Beds| Kitchenette | near NYC,30283594,Global Luxury Suites,Bronx,Mott Haven,40.81243,-73.93241,Entire home/apt,246,5,0,,,59,362
36186,52749804,Mott Haven NYC | Chic Luxury King Studio | Balcony,30283594,Global Luxury Suites,Bronx,Port Morris,40.81056,-73.93134,Entire home/apt,277,5,0,,,59,357
36187,52749811,5Subway take you to Manhattan Good room,334163301,Soya,Queens,Woodside,40.74311,-73.89648,Private room,30,30,0,,,160,60
36188,52749920,Entire Unit in The Heart of NYC Midtown,427044432,David,Manhattan,Chelsea,40.75129,-73.99665,Entire home/apt,242,1,0,,,1,162
36189,52751064,Long Term Private ROOM close to TSq,27977412,Daria,Manhattan,Hell's Kitchen,40.75569,-73.99343,Private room,102,30,0,,,45,313
36190,52751110,Private One Bedroom | Express Train+Fast WiFi,34177401,Nick,Brooklyn,East New York,40.67596,-73.87903,Private room,45,1,2,20/10/21,1.18,5,0
36191,52751878,2 bedroom / 1 bathroom modern apartment in NYC,103466597,Sean,Manhattan,Kips Bay,40.73946,-73.98072,Entire home/apt,300,2,2,09/11/21,2.0,2,154
36192,52751908,Peaceful & Cozy-Train/Food Nearby,143759042,Eric,Brooklyn,Crown Heights,40.66763,-73.93893,Private room,80,3,0,,,24,353
36193,52752115,Luxurious 1 bedroom with water view & gym,590024,Michelle,Manhattan,Financial District,40.71085,-74.00705,Entire home/apt,170,30,0,,,1,280
36194,52752271,Private ROOM | PRIVATE BATHROOM,27977412,Daria,Manhattan,Hell's Kitchen,40.75544,-73.99426,Entire home/apt,102,30,0,,,45,304
36195,52752425,Lovely 1-bedroom rental in shared 2-bedroom apt.,103466597,Sean,Manhattan,Kips Bay,40.73955,-73.97885,Private room,204,1,3,22/11/21,3.0,2,157
36196,52752732,Elegant Private ROOM,27977412,Daria,Manhattan,Hell's Kitchen,40.75708,-73.9954,Private room,102,30,0,,,45,365
36197,52753023,ENTIRE APARTMENT 3 BEDROOMS 2 BATHROOMS LIVINGROOM,427067962,Lemant,Manhattan,Harlem,40.81419,-73.93978,Entire home/apt,200,30,0,,,3,63
36198,52753177,Beautiful Private Room | Laundry/Gym,27977412,Daria,Manhattan,Hell's Kitchen,40.75712,-73.99339,Private room,108,30,0,,,45,365
36199,52753328,Furnished Room in Bedford-Stuyvesant Location,305240193,June,Brooklyn,Bedford-Stuyvesant,40.6824,-73.95288,Private room,57,90,0,,,421,331
36200,52753548,Cute Midtown Private  Room,27977412,Daria,Manhattan,Hell's Kitchen,40.75763,-73.99533,Private room,102,30,0,,,45,344
36201,52754271,Artistic 3-bedroom rental unit with patio,16221603,Ashlynn,Brooklyn,Williamsburg,40.71238,-73.96085,Entire home/apt,160,30,0,,,1,364
36202,52754282,Spacious New Brownstone Garden 1BR W/D Home-Office,364495516,Edward,Brooklyn,Bedford-Stuyvesant,40.68262,-73.94142,Entire home/apt,209,7,5,29/11/21,4.05,1,120
36203,52754644,Luxury 3-Bed Apartment in Prime Williamsburg,170105150,Dearbhaile,Brooklyn,Williamsburg,40.71761,-73.96416,Entire home/apt,490,7,0,,,1,141
36204,52754889,Luxury Studio - Time Square.,212816588,Alexa,Manhattan,Hell's Kitchen,40.76099,-73.99762,Entire home/apt,278,3,1,28/11/21,1.0,1,113
36205,52755364,Artsy Williamsburg Oasis | 3BR One Min To Bedford!,360085932,The Williamsburg Apartment,Brooklyn,Williamsburg,40.71566,-73.9545,Entire home/apt,331,5,1,22/11/21,1.0,6,320
36206,52755449,518 Basement Bungalow- Cozy Contemporary Apartment,420392531,Victoria,Brooklyn,East Flatbush,40.645305,-73.94294245,Entire home/apt,100,1,0,,,1,340
36207,52755593,Spacious 1 BR Near Time Square & Central Park,110184707,Kyle,Manhattan,Hell's Kitchen,40.75978,-73.99329,Entire home/apt,300,1,5,23/11/21,3.0,1,162
36208,52755763,Posh Boutique Boudoir,298205971,Nina,Queens,Rego Park,40.73217,-73.85743,Private room,85,30,1,30/10/21,0.81,3,160
36209,52756284,Chic 1 Bedroom in Bed Stuy,23952819,Jason,Brooklyn,Bedford-Stuyvesant,40.68503,-73.93325,Entire home/apt,120,2,0,,,2,157
36210,52757865,Industrial Loft Space for co-working and events ONLY. Free parking on nearby blocks. Central to the L train in Bushwick/Ridgewood,48112774,Sainabou,Queens,Ridgewood,40.69445,-73.90305,Entire home/apt,1200,1,0,,,2,363
36211,52758243,Cozy Private Bedroom,418761982,Lucy,Manhattan,Two Bridges,40.7115,-73.99368,Private room,95,1,1,12/11/21,1.0,5,0
36212,52758823,🌟5th Avenue Oasis w/Gym & Roof Deck🗽🌟,425972289,Elite Services By G&G,Manhattan,East Harlem,40.80827,-73.94002,Entire home/apt,135,3,6,28/11/21,6.0,3,337
36213,52759337,Modest Stay in Perfect Bushwick Location,402673982,Brand,Brooklyn,Bushwick,40.701038,-73.918472,Private room,45,1,8,27/11/21,4.9,3,253
36214,52759509,"Bright, cozy private bedroom in residential home.",96571275,Zee,Queens,Laurelton,40.67838,-73.74092,Private room,32,30,1,28/11/21,1.0,2,61
36215,52759696,Awesome Brooklyn Oasis - 2 bedroom Apartment,59089906,Monty,Brooklyn,East New York,40.67208,-73.87601,Entire home/apt,129,30,0,,,4,364
36216,52759879,Cozy Room Near JFK!!!,417186426,Rosa,Queens,South Ozone Park,40.67518,-73.8166,Private room,68,2,3,27/11/21,2.43,3,360
36217,52760070,"Simple room in best location,5 min to Columbia",406332617,Jason,Manhattan,Upper West Side,40.80238,-73.96549,Private room,79,1,1,17/10/21,0.6,8,171
36218,52760464,UNTITLED at Freeman-Cozy Studio 403,158969505,Karen,Manhattan,Lower East Side,40.72086,-73.99142,Entire home/apt,174,2,2,08/11/21,1.43,201,160
36219,52760995,1 Private Bedroom in Sunset Park,427142752,Linsha,Brooklyn,Sunset Park,40.64208,-74.02292,Private room,36,1,0,,,3,327
36220,52761116,"Cozy Studio room with
private bathroom",299097519,Gabriel,Queens,Astoria,40.75796,-73.91629,Entire home/apt,95,1,3,15/11/21,3.0,1,301
36221,52763073,Lovely private room in the Bronx very amazing,427159723,Mahamadi,Bronx,Mott Haven,40.81077034,-73.92005153,Private room,96,1,0,,,1,363
36222,52766414,Large Japandi Styled Apt with private patio.,426958468,Lisa,Bronx,University Heights,40.86212,-73.90177,Entire home/apt,304,2,0,,,1,211
36223,52766417,Sunny & Quiet Room in East Williamsburg,11866840,Stephen,Brooklyn,Williamsburg,40.71487,-73.94246,Private room,54,10,1,25/11/21,1.0,2,19
36224,52769186,Double Room with Private bath 407.,171697479,Aamer,Manhattan,Kips Bay,40.74373632,-73.98085533,Private room,108,30,0,,,24,349
36225,52769674,Beautiful Private Room | Laundry,266726110,Sergii & Nika,Queens,Ridgewood,40.7036,-73.90303,Private room,41,30,0,,,13,337
36226,52769882,Cozy Private Room in Ridgewood,266726110,Sergii & Nika,Queens,Ridgewood,40.70366,-73.90301,Private room,42,30,0,,,13,364
36227,52770088,Stylish Private ROOM,266726110,Sergii & Nika,Queens,Ridgewood,40.70174,-73.90393,Private room,42,30,0,,,13,365
36228,52770340,Spacious modern room in Ridgewood,266726110,Sergii & Nika,Queens,Ridgewood,40.70181,-73.9046,Private room,41,30,0,,,13,334
36229,52770354,Awesome private room with full-size bed,266726110,Sergii & Nika,Queens,Ridgewood,40.70176,-73.90252,Private room,41,30,0,,,13,364
36230,52770666,"Newly renovated duplex in Bed-Stuy, Brooklyn",34468564,Elizabeth,Brooklyn,Bedford-Stuyvesant,40.67752,-73.91652,Entire home/apt,100,30,0,,,1,77
36231,52771016,Private Bedroom in Charming Apartment,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68994,-73.95141,Private room,47,30,0,,,27,335
36232,52771153,Entire Lux Studio 5 mins Away From Manhattan,247335568,Evelyn,Queens,Long Island City,40.7466,-73.94277,Entire home/apt,250,7,0,,,6,28
36233,52771405,Lovely Private ROOM,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68788,-73.95129,Private room,46,30,0,,,27,338
36234,52771412,Modern Queen Suite | close to NYC | Parking | Gym,30283594,Global Luxury Suites,Bronx,Port Morris,40.80911,-73.9296,Entire home/apt,188,5,5,10/11/21,3.57,59,364
36235,52771586,Spacious Room 25min To Manhattan,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68795,-73.95114,Private room,46,30,0,,,27,350
36236,52771770,Trendy Private Bedroom in BedStuy,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68779,-73.95095,Private room,48,30,0,,,27,356
36237,52771944,Spacious Private Room in BedStuy,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95161,Private room,48,30,0,,,27,302
36238,52772055,Nice Private ROOM in BedStuy,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68795,-73.95099,Private room,46,30,0,,,27,331
36239,52772214,One Bedroom Premium Gourmet | Front & Wall Street,420415528,Front & Wall,Manhattan,Financial District,40.704903,-74.006416,Entire home/apt,441,1,3,13/11/21,2.81,9,356
36240,52772247,Modern private BR in BedStuy,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68859,-73.9516,Private room,46,30,0,,,27,365
36241,52772270,Lovely rental studio in Brooklyn,383943141,Tramaine,Brooklyn,Brownsville,40.67142,-73.90574,Entire home/apt,480,1,0,,,1,362
36242,52772567,Brooklyn Style Bedroom,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68956,-73.94987,Private room,46,30,0,,,27,331
36243,52772578,Four Bedroom Premium Gourmet | Front & Wall Street,420415528,Front & Wall,Manhattan,Financial District,40.704903,-74.006416,Entire home/apt,834,1,3,18/11/21,3.0,9,321
36244,52773839,Spacious 1-bedroom with living room + home office,152742470,Tyler,Manhattan,Hell's Kitchen,40.7574,-73.99276,Entire home/apt,199,1,1,28/11/21,1.0,1,291
36245,52774048,Cozy Room close to Pratt University,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.6885,-73.95192,Private room,46,30,0,,,27,308
36246,52774406,Spacious Private BR Close to Pratt,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68946,-73.95185,Private room,48,30,0,,,27,360
36247,52774559,Cozy Private ROOM in Brooklyn,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68781,-73.95129,Private room,46,30,0,,,27,307
36248,52774567,Better N Brooklyn,427245287,Gail,Brooklyn,East Flatbush,40.65411,-73.93492,Entire home/apt,85,2,2,07/11/21,1.87,1,297
36249,52774582,Shoreham Hotel - Ultra-chic Room in Midtown Manhattan,423873487,Shoreham,Manhattan,Midtown,40.76366,-73.97554,Entire home/apt,344,1,3,09/11/21,3.0,43,352
36250,52774697,Spacious private room close to Pratt,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68993,-73.95002,Private room,47,30,0,,,27,361
36251,52774840,Artsy Private BR in BedStuy,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68822,-73.95148,Private room,48,30,0,,,27,347
36252,52774998,Stylish BR in the ♥ of Hells Kitchn | Private Bath,145801630,Ax,Manhattan,Hell's Kitchen,40.764668,-73.991264,Private room,95,30,0,,,1,158
36253,52775103,Bright Private BR in Brooklyn,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94999,Private room,48,30,0,,,27,353
36254,52775347,"Lovely and comfy 1 bedroom, Middle of soho NYC",427251657,Properties360,Manhattan,Nolita,40.72172,-73.99505,Entire home/apt,350,1,1,14/11/21,1.0,1,258
36255,52775557,Sunny Private bedroom,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68988,-73.95093,Private room,48,30,0,,,27,352
36256,52776592,Cozy one bedroom apartment in the heart of Harlem,26108514,Sade,Manhattan,Harlem,40.8199,-73.94174,Entire home/apt,116,1,2,28/11/21,2.0,1,314
36257,52776674,Private bathroom in your room,423317308,Johanna,Brooklyn,Bedford-Stuyvesant,40.69543,-73.94139,Private room,93,10,0,,,3,345
36258,52777283,Total privacy in hippest Manhattan Neighborhood!,2845523,Montie,Manhattan,East Village,40.72728,-73.98001,Private room,99,1,0,,,1,283
36259,52778213,City View Queen Bed,425010331,Michael,Queens,Long Island City,40.75818,-73.93771,Private room,167,1,6,15/11/21,6.0,7,124
36260,52778647,One Bedroom in Queens,74488815,Karen,Queens,Astoria,40.76796,-73.92547,Private room,60,1,5,14/11/21,4.29,16,339
36261,52778771,Lovely one bedroom in Queens,74488815,Karen,Queens,Astoria,40.76659,-73.92543,Private room,55,1,7,20/11/21,4.77,16,325
36262,52778833,Beautiful and Comfortable City View King bed room,425010331,Michael,Queens,Long Island City,40.75842,-73.93923,Private room,187,1,0,,,7,138
36263,52778912,Lovely one bedroom condo in Queens,74488815,Karen,Queens,Astoria,40.76866,-73.92491,Private room,55,1,5,14/11/21,5.0,16,340
36264,52778957,Spacious 2 bedroom apartment rental. By LGA.2nd FL,377823632,Hernan,Queens,East Elmhurst,40.76579,-73.87732,Entire home/apt,175,1,8,04/12/21,6.67,1,351
36265,52779337,Lovely Studio rental with many amenties!,427286327,David,Queens,Corona,40.735584,-73.861687,Entire home/apt,150,2,2,27/11/21,2.0,1,356
36266,52779501,MODERN 1-BEDROOM FLAT IN UPTOWN BRONX NY,427288092,PetaGay,Bronx,Wakefield,40.8965,-73.84308,Entire home/apt,115,1,13,29/11/21,11.47,1,339
36267,52779767,Spacious 1 Bedroom with attach Multi-purpose room,421438449,Candith,Queens,Jamaica,40.68436,-73.79553,Entire home/apt,102,1,6,24/11/21,5.14,1,168
36268,52780156,Very private place mini studio,221913542,Zuleyka,Brooklyn,Bushwick,40.69063,-73.90315,Entire home/apt,100,1,17,01/12/21,17.0,9,0
36269,52781243,Hotel vibes studio apt 3 minute walk to the train,50411243,Abby,Bronx,Morris Heights,40.84933,-73.91784,Entire home/apt,118,1,5,31/10/21,3.0,1,342
36270,52781681,Bright and spacious bedroom in Brooklyn,104836016,Qingming,Brooklyn,Bay Ridge,40.63797,-74.02379,Private room,50,30,0,,,2,339
36271,52781844,Brooklyns Hidden Gem w Luxury treats!,410545992,Wealthy Vengeance LLC,Brooklyn,East Flatbush,40.64787,-73.95127,Entire home/apt,322,2,2,21/11/21,2.0,1,160
36272,52782114,BEAUTIFUL 2 BEDROOM RENTAL IN WORLD'S CAPITAL,56126368,Sophia,Manhattan,Hell's Kitchen,40.765121,-73.994194,Entire home/apt,260,3,1,14/11/21,1.0,2,307
36273,52782607,Cheerful bedroom in BayRidge Brooklyn next to R,104836016,Qingming,Brooklyn,Bay Ridge,40.63804,-74.0241,Private room,50,30,0,,,2,339
36274,52786054,Beautiful  luxury open concept. Look no further!!,427337597,May,Queens,Cambria Heights,40.7005,-73.74735,Private room,586,1,0,,,1,365
36275,52787863,Jnana,204746258,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.96155,Entire home/apt,176,2,3,29/11/21,3.0,3,330
36276,52788498,Pristine Luxurious 3 Bedroom Townhouse Suite,427357222,Steve,Queens,Bayswater,40.60712,-73.75816,Entire home/apt,225,2,0,,,1,158
36277,52788770,UNTITLED at Freeman-Cozy Studio 405,158969505,Karen,Manhattan,Lower East Side,40.7208,-73.99328,Entire home/apt,173,2,4,21/11/21,2.45,201,163
36278,52789194,UNTITLED at Freeman-Cozy Studio 404,158969505,Karen,Manhattan,Lower East Side,40.72102,-73.99282,Entire home/apt,172,2,5,21/11/21,5.0,201,163
36279,52789385,UNTITLED at Freeman-Cozy Studio 406,158969505,Karen,Manhattan,Lower East Side,40.72109,-73.9914,Entire home/apt,173,2,4,13/11/21,4.0,201,158
36280,52789539,BEDROOM WITH PRIVATE HALF BATHROOM! New York City!,427218584,Luzia,Manhattan,Washington Heights,40.85248,-73.93255,Private room,93,5,0,,,6,352
36281,52790381,Lovely room in a beautiful 33floor apartment,74453450,Charles,Manhattan,Theater District,40.76109,-73.98665,Private room,190,1,0,,,1,359
36282,52790712,Spacious and Quiet 1 Bedroom Duplex on UWS,414068298,Adam,Manhattan,Upper West Side,40.78074,-73.97684,Entire home/apt,220,30,0,,,3,365
36283,52790819,Best Spacious room in New York City Manhattan,427218584,Luzia,Manhattan,Washington Heights,40.85134,-73.93275,Private room,89,5,2,01/11/21,1.62,6,356
36284,52790951,Room for Rest!! New York City Manhattan! NYC!,427218584,Luzia,Manhattan,Washington Heights,40.85124,-73.93297,Private room,89,5,1,01/11/21,0.86,6,353
36285,52791013,Spacious Room in New York City Manhattan! Location,427218584,Luzia,Manhattan,Washington Heights,40.85151,-73.93481,Private room,89,5,0,,,6,352
36286,52791104,Pre-war Apartment in the Heart of Upper East NYC,25169448,Seth,Manhattan,Upper East Side,40.76981,-73.96089,Entire home/apt,199,3,1,13/11/21,1.0,1,48
36287,52791123,UNTITLED at Freeman-Cozy Studio 407,158969505,Karen,Manhattan,Lower East Side,40.72277,-73.99149,Entire home/apt,174,2,4,17/11/21,4.0,201,157
36288,52791124,Perfect Room In NEW YORK CITY! MANHATTAN! Location,427218584,Luzia,Manhattan,Washington Heights,40.85131,-73.93268,Private room,89,5,0,,,6,360
36289,52791162,Cheerful private bedroom,156583372,Patrick,Bronx,Wakefield,40.89588,-73.84045,Private room,70,7,0,,,2,364
36290,52791291,Best Place Upper Manhattan!! New York City!! NYC,427218584,Luzia,Manhattan,Washington Heights,40.85121,-73.93324,Private room,89,5,0,,,6,352
36291,52791424,UNTITLED at Freeman-Cozy Studio 408,158969505,Karen,Manhattan,Lower East Side,40.72111,-73.99173,Entire home/apt,202,2,5,24/11/21,4.55,201,160
36292,52791752,UNTITLED at Freeman-Cozy Studio 409,158969505,Karen,Manhattan,Lower East Side,40.72248,-73.99176,Entire home/apt,201,2,2,07/11/21,2.0,201,160
36293,52791971,UNTITLED at Freemans - Cozy Studio 410,158969505,Karen,Manhattan,Lower East Side,40.7229,-73.99192,Entire home/apt,199,2,2,21/11/21,2.0,201,161
36294,52792067,Apartamento privado en Brooklyn,319019644,Kimberly Dailyn,Brooklyn,East New York,40.66751,-73.87399,Private room,252,2,2,21/11/21,2.0,2,352
36295,52792081,*Super Cute Bright Brooklyn Home*,11694793,Katy,Brooklyn,Bedford-Stuyvesant,40.70015,-73.9449,Entire home/apt,275,3,3,27/11/21,3.0,1,1
36296,52792253,UNTITLED at Freeman-Charming Studio 411,158969505,Karen,Manhattan,Nolita,40.72237,-73.99348,Entire home/apt,170,2,5,15/11/21,5.0,201,155
36297,52792407,Historic Flatbush Studio,110723911,Jaime,Brooklyn,Fort Greene,40.68943,-73.98112,Entire home/apt,113,30,0,,,1,256
36298,52792657,UNTITLED at Freeman-Charming Studio 412,158969505,Karen,Manhattan,Lower East Side,40.7226,-73.99184,Entire home/apt,169,2,2,14/11/21,1.67,201,158
36299,52792939,UNTITLED at Freeman-Charming Studio 413,158969505,Karen,Manhattan,Lower East Side,40.72148,-73.99127,Entire home/apt,170,2,5,16/11/21,3.85,201,159
36300,52793095,Cheerful one bedroom apartment close to Manhattan.,133620428,Mony,Queens,Maspeth,40.72083,-73.89281,Entire home/apt,103,1,5,28/11/21,5.0,1,339
36301,52794044,Amazing Private Room with Private Bathroom,27977412,Daria,Manhattan,Hell's Kitchen,40.75556,-73.99381,Private room,102,30,0,,,45,308
36302,52794316,Beautiful Two Beds Private Room | Laundry/Gym,27977412,Daria,Manhattan,Hell's Kitchen,40.7574,-73.99489,Private room,113,30,0,,,45,365
36303,52794495,Two Beds Room | Private Bathroom,27977412,Daria,Manhattan,Hell's Kitchen,40.7575,-73.99502,Private room,110,30,0,,,45,280
36304,52794828,Lovely Two Beds Room / Private Bathroom,27977412,Daria,Manhattan,Hell's Kitchen,40.75768,-73.99535,Private room,110,30,0,,,45,365
36305,52794944,Midtown Two Beds Room,27977412,Daria,Manhattan,Hell's Kitchen,40.75767,-73.99369,Private room,118,30,0,,,45,365
36306,52795072,Spacious Two Beds ROOM,27977412,Daria,Manhattan,Hell's Kitchen,40.75602,-73.99539,Private room,118,30,0,,,45,365
36307,52795193,Large accessible room @ the center of Times Square,417166424,Millennium Broadway,Manhattan,Theater District,40.75597,-73.98591,Private room,459,1,2,21/11/21,2.0,9,321
36308,52795198,Lovely- Bedroom Apartment in New York,427415436,Kamlesh,Manhattan,Hell's Kitchen,40.75661846,-73.99168079,Entire home/apt,170,1,0,,,1,340
36309,52795373,King bed overlooking Times Square/No cleaning fee,417166424,Millennium Broadway,Manhattan,Theater District,40.75817,-73.98439,Private room,519,1,6,29/11/21,4.09,9,346
36310,52795397,Gorgeous 2 Bedroom Apartment near Central Park,2867137,Avi,Manhattan,Upper West Side,40.79559,-73.96871,Entire home/apt,270,30,0,,,50,354
36311,52795626,Studio Plus Apt | Front & Wall Street by WhyHotel,420415528,Front & Wall,Manhattan,Financial District,40.704903,-74.006416,Entire home/apt,286,1,20,16/11/21,20.0,9,360
36312,52796477,Double Queen Suite close to Manhattan,425010331,Michael,Queens,Long Island City,40.75826,-73.93959,Private room,300,1,0,,,7,109
36313,52797203,"Unique, bright, peaceful haven, Queen bed",35127770,Cesca,Manhattan,Chinatown,40.71521,-73.99953,Entire home/apt,135,31,0,,,1,32
36314,52797223,AZ Retreat Entire Deluxe 2nd Story 2 Bedroom Apt,264366667,Nelson,Queens,Rosedale,40.65766,-73.73959,Entire home/apt,130,1,7,29/11/21,4.88,1,65
36315,52799338,Charming 2 bedroom apt inside a private house,422296685,Lesvia,Bronx,Kingsbridge,40.86452,-73.90408,Entire home/apt,154,2,3,14/11/21,2.5,1,161
36316,52799437,Romantically  elegant 1 Bedroom Near Prospect Park,397575828,Bourne,Brooklyn,Prospect-Lefferts Gardens,40.65495,-73.96152,Entire home/apt,120,1,1,14/11/21,1.0,1,331
36317,52799656,Chic Baisley Studio 3miles from JFK/ 10 miles from LGA Airport drop off & free on street parking,149365996,Yonelle,Queens,Jamaica,40.68032,-73.77916,Entire home/apt,112,1,12,28/11/21,12.0,2,347
36318,52800224,2 Bed/2 Bath  Duplex in the ❤️ of Union SQ,4414255,Cassie,Manhattan,Greenwich Village,40.73514,-73.992,Entire home/apt,365,2,1,29/11/21,1.0,1,35
36319,52801188,Eco Private room for 4,92493393,Lois,Staten Island,West Brighton,40.63352,-74.11503,Private room,75,2,4,26/11/21,3.16,5,350
36320,52801190,*Brand New Gramercy Studio~W/D in Unit~Fully Reno*,162280872,Eran,Manhattan,Kips Bay,40.73966,-73.97994,Entire home/apt,135,30,0,,,56,300
36321,52804286,Lovely 2 bedrooms apt  unit with  hot jet tub,339584418,Adetunji,Brooklyn,Bushwick,40.68868,-73.92021,Entire home/apt,220,4,1,25/11/21,1.0,3,350
36322,52805099,♔ Quite Private room in apt with nice spots nearby,305161808,Sukhjit,Brooklyn,Bedford-Stuyvesant,40.68552,-73.9575,Private room,80,5,1,02/11/21,0.88,10,363
36323,52806593,Lovely private room in my apartment in Brooklyn,120915699,Supa,Brooklyn,Prospect-Lefferts Gardens,40.65904,-73.95786,Private room,50,1,4,14/11/21,2.79,5,362
36324,52807451,Lovely 1 Bedroom Apartment in Midtown Manhattan,2867137,Avi,Manhattan,Midtown,40.76458,-73.98157,Entire home/apt,185,30,0,,,50,358
36325,52807490,brand new furnished 1BR~WD~walk to Central Park!,162280872,Eran,Manhattan,Upper East Side,40.77305,-73.95574,Entire home/apt,145,30,0,,,56,354
36326,52807785,Bright Spacious 2BR near Central Park,960836,Vladimir,Manhattan,Harlem,40.80362,-73.95011,Entire home/apt,148,7,0,,,1,56
36327,52807808,New Mott Haven Hotel Room | Full Bed | Kitchenette,30283594,Global Luxury Suites,Bronx,Mott Haven,40.81062,-73.92969,Private room,244,5,1,01/11/21,0.86,59,360
36328,52808680,"""I think I'll stay here a while.""

2-bed Brooklyn",146000873,Aira,Brooklyn,Bushwick,40.69752,-73.93124,Entire home/apt,189,3,2,30/11/21,2.0,1,123
36329,52809024,Lovely Executive Jr. Suite at The Manhattan Club,163997157,Eugene,Manhattan,Midtown,40.76399,-73.98031,Entire home/apt,350,2,0,,,1,6
36330,52809285,"Cozy Apt, 10 mins to Mid-Town.. Near LGA and JFK..",36450391,Juan,Queens,Sunnyside,40.74397,-73.91585,Entire home/apt,150,4,1,31/10/21,0.86,1,2
